City,State,Population over 16 Years,Labor Force,Civilian Labor Force,Employed,Unemployed,Armed Forces,Not In Labor Force,Female Population,Female Labor Force,Female Civilian Labor Force,Female Employed,Have Children Under 6 Years,Have Children Under 6 Years And All Parents in Labor Force,Have Children Between 6 And 17 Years,Have Children Between 6 And 17 Years And All Parents In Labor Force,DP03_0018E,Commute Via Personal Vehicle,Commute Via Carpool,Commute Via Public Transportation,Commute Via Foot,Commute Via Other Means,Worked From Home,Mean Travel Time In Minutes,DP03_0026E,Occupation Management Business Science and Arts,Occupation Service,Occupation Sales and Office,Occupation Natural Resources Construction And Maintenance,Occupation Production Transportation and Material Moving,DP03_0032E,Industry Agriculture Forestry Fishing Hunting And Mining,Industry Construction,Industry Manufacturing,Industry Wholesale,Industry Retail,Industry Transportation Warehousing and Utilities,Industry Information,Industry Finance Insurance Real Estate Rental and Leasing,Industry Professional Scientific Management Administrative and Waste,Industry Educational Health Care And Social Assistance,Industry Arts Entertainment Recreation Accomodation And Food Services,Industry Other Services,Industry Public Administration,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,Total Households,Total Household Income Less than $10K,Total Household Income $10K-$15K,Total Household Income $15K-$25K,Total Household Income $25K-$35K,Total Household Income $35K-$50K,Total Household Income $50K-$75K,Total Household Income $75K-$100K,Total Household Income $100K-$150K,Total Household Income $150K-$200K,Total Household Income $200K Or More,Median Household Income,Mean Household Income,With Earnings,Mean Earnings,With Social Security,Mean Social Security Income,With Retirement Earnings,Mean Retirements Income,With Supplemental Income,Mean Supplemental Income,With Cash Public Assistance,Mean Cash Public Assistance Income,With Food Stamp/SNAP Benefits In The Past 12 Months,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,Median Family Income,Mean Family Income,Per Capita Income,DP03_0089E,Median Nonfamily Income,Mean Nonfamily Income,Median Earnings for Workers,Median Earnings for Full Time Males,Median Earnings for Full Time Females,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E
Tallahassee,FL,320210,201763,201236,188074,13162,527,118447,167090,103975,103975,97398,21594,15951,46898,35529,183659,148200,17779,3473,3382,1477,9348,22.3,188074,81376,38602,38915,13238,15943,188074,1399,10285,5570,2630,19110,7921,2007,10323,21412,51248,17511,9944,28714,188074,119228,59622,8813,411,152648,13734,7476,16004,15986,19243,28509,17344,18670,7695,7987,52729,73796,118134,70314,47293,18972,37698,28841,7099,8586,3484,1650,21292,85384,3037,2930,5413,7272,9723,15507,12927,14532,7339,6704,73224,95759,29728,67264,31580,43456,30413,42672,38280,375336,338654,273554,114152,36682,82859,5852,236578,185982,174482,154191,146714,12063,20291,11500,8857,6665,2632,2643,50596,43243,30089,17470,7353
Tampa. Petersburg,FL,2633030,1586514,1577761,1505886,71875,8753,1046516,1371511,768023,767118,734220,192416,132916,402339,294988,1488779,1155524,127162,16285,24094,37485,128229,28.3,1505886,602529,265256,354778,129313,154010,1505886,11766,121727,85742,39671,182050,69816,23344,143917,215357,336232,160057,68964,47243,1505886,1269685,151084,81858,3259,1228481,78981,48159,108675,117050,172741,228357,156730,172906,64795,80087,57906,81013,893090,83446,449098,19934,325170,26760,61793,10198,24044,3109,128893,747145,27782,13773,42171,57533,93978,143823,113605,133056,55128,66296,73874,97420,33116,481336,37826,52546,34865,48318,41162,3162076,2767739,1985678,1153509,394337,662006,43853,1870101,1452608,1389226,1159078,1092699,103962,230148,63382,34194,22928,13097,29188,417493,332649,198883,164700,84844
Terre Haute,IN,151173,87141,86847,79803,7044,294,64032,75698,41767,41767,38844,11965,8612,22420,15625,78011,61465,9140,836,2644,1397,2529,24.5,79803,22173,15428,15477,7015,19710,79803,2220,4661,16683,1824,8628,3926,423,3132,3352,20927,6658,2560,4809,79803,66156,10593,2514,540,72899,5308,4091,9859,6582,10556,14189,10256,7713,2177,2168,50129,65065,53205,65446,25409,20132,20249,23042,5468,10991,857,4739,8672,46757,2632,1375,4264,3770,6640,9708,7944,6769,2028,1627,62043,73782,26046,26142,29586,43395,28954,47051,35905,177348,165141,117780,73173,12207,41887,1771,102952,77633,71440,65628,59109,8606,5812,6193,5072,2124,2948,1121,25319,22231,10911,13135,3088
Texarkana,TX,118856,63700,63625,60465,3160,75,55156,59504,30948,30873,29760,8325,4558,21927,16121,60105,50718,5248,25,1198,542,2374,20.7,60465,17740,11799,11953,6694,12279,60465,1248,4306,7284,2035,7024,2677,471,2626,4936,14824,5099,3408,4527,60465,46022,11828,2477,138,55028,5193,2946,6105,5148,7407,11167,6235,7202,1590,2035,51544,68828,39206,70731,19142,17944,14130,29173,3819,9793,557,-999999999,5375,37924,1658,1036,3416,3054,5411,8443,5170,6874,1005,1857,62838,81888,26165,17104,24987,36402,31840,46398,36784,141647,122386,82329,59276,19261,36217,1310,80006,58521,55695,44586,40664,5455,11109,2826,1268,647,621,1558,21485,16595,9510,8775,4890
The Villages,FL,124404,25833,25257,24047,1210,576,98571,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,23557,18506,944,0,592,1798,1717,24.8,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,24047,19910,2358,1779,0,59458,2750,2290,4678,6568,7063,13385,8685,7124,3876,3039,60287,83298,17812,67226,48145,26125,39398,40765,1931,10962,581,-999999999,2457,38692,190,1046,1119,3339,4739,8919,7300,6178,3746,2116,74976,94691,39187,20766,33510,61711,21839,48209,31808,122245,113540,79348,89030,8705,9826,2321,34390,16471,15261,12904,11493,1754,2357,1210,124,77,47,1086,17919,14994,10858,5756,2925
Toledo,OH,516624,330366,330048,311414,18634,318,186258,267661,159060,158840,150006,45318,31114,87331,64645,302996,256803,22355,2726,8147,3341,9624,21.2,311414,107624,56124,64518,23878,59270,311414,2123,17497,58138,8849,34894,17713,3590,14243,26660,75250,30500,11868,10089,311414,256621,40703,13430,660,268089,22438,11634,27576,29899,33791,47456,33189,34215,15525,12366,53563,74113,199178,76736,87191,19216,69825,24232,17203,10177,5694,2722,38073,160559,8400,3328,11922,12434,18439,29431,24630,28144,13147,10684,70852,90816,31276,107530,31560,46083,31765,51334,40754,635103,598233,447465,241387,36870,149546,5187,379342,298188,283102,262152,235466,35118,20950,15086,11069,5594,6399,4017,81154,74667,37257,42693,6487
Topeka,KS,183919,120057,119696,115868,3828,361,63862,94848,57795,57749,56323,15861,11639,33638,27764,115181,95543,10982,1367,1850,950,4489,20.3,115868,42912,18722,24782,12415,17037,115868,1894,9582,12178,2600,12487,6345,1395,8699,8428,27904,8959,5230,10167,115868,86403,24107,5155,203,95552,4885,2960,7720,9982,14320,20477,12971,13445,4579,4213,59567,75989,73124,74786,32497,21224,27005,22741,5152,9674,2168,2523,7073,61124,2272,804,2624,4370,7323,13531,11082,11332,3958,3828,74411,91532,31691,34428,36852,44323,36736,50731,40442,227548,212890,174128,75463,14658,56438,1600,128861,108243,104954,96378,92320,7526,8576,3289,1957,1330,671,1332,20618,17546,10970,8371,3072
Torrington,CT,151518,101616,101538,96654,4884,78,49902,76976,48688,48688,46336,8590,6609,22663,18556,94340,76297,6474,1228,2552,1491,6298,30.2,96654,41149,18454,17756,8840,10455,96654,797,7233,11364,1133,10575,3612,1656,6209,11220,24938,8676,5540,3701,96654,74496,12865,9147,146,73969,2141,2544,4180,5198,7495,12751,9491,13212,8371,8586,81195,112372,57590,107713,26915,22797,23333,32369,2257,10367,873,2901,4860,49009,376,811,1579,2497,3571,7782,7556,10610,6974,7253,101334,133858,46748,24960,48006,65081,42420,65575,50227,179035,170566,129690,69144,8469,34426,1319,105802,89558,85278,79747,71269,11151,5531,4280,3876,1729,2436,404,16244,15029,10187,6292,1215
Traverse City,MI,125308,78397,78283,75150,3133,114,46911,64064,38089,38075,36646,8891,6416,18247,13930,73776,57657,7527,1077,909,931,5675,24.6,75150,27730,13765,16225,6743,10687,75150,2218,5618,8660,2941,9539,1892,917,4470,5125,16736,10204,4362,2468,75150,61360,8197,5367,226,60938,1916,1507,5751,6296,8819,11515,9839,8334,3144,3817,61637,85004,45220,81661,24092,22657,20580,26735,3154,9952,1215,1717,4821,39839,461,691,2166,3295,5239,6842,8473,7128,2524,3020,78380,94953,35885,21099,39115,63703,30911,48022,41080,149453,140288,108927,60428,9165,30122,1233,85013,69737,67079,60741,53551,9247,6338,2658,2195,962,1293,463,15276,14262,9123,6380,1014
Trenton,NJ,299157,187066,186583,176443,10140,483,112091,155572,89524,89524,84798,24898,17493,50670,36475,172786,121386,18062,13306,7582,2082,10368,29.6,176443,85758,31304,30464,10815,18102,176443,1082,7224,11447,5434,15186,8871,4113,15016,27251,50198,12062,7497,11062,176443,142487,27118,6699,139,130851,10689,4735,7839,8717,10175,19976,14936,22480,11792,19512,79492,115317,99881,121583,42688,20867,33137,36609,5305,9193,1462,3162,9954,86762,3324,1562,2745,4471,5864,11800,11379,17401,9722,18494,107209,144037,42338,44089,39162,55722,41190,65744,53136,361583,334962,272007,106845,26621,85324,3927,220938,170324,160924,145617,138099,9893,15307,9400,6710,3605,3564,2690,50614,46043,30351,18389,4571
Truckee,CA,84307,45909,45909,45016,893,0,38398,43436,21227,21227,21013,5474,3153,10229,7032,43600,32220,2922,0,639,126,7693,29.1,45016,18654,7582,8520,5925,4335,45016,667,5396,1601,849,4772,2027,977,2654,5865,8430,5345,3925,2508,45016,32428,5216,7281,91,39365,1370,622,3780,4380,5771,5320,5344,5296,2671,4811,68818,97744,26315,97938,17349,22142,13351,38064,1621,11199,469,-999999999,2126,25565,489,285,1559,1538,3367,3574,4229,4536,2456,3532,88540,112469,40556,13800,36657,65153,35930,57714,42082,98792,93512,64955,48497,5280,18111,706,53382,39946,39053,35428,27873,8658,3625,893,798,378,420,95,13436,12689,7162,6089,747
Tucson,AZ,853555,499608,491857,464801,27056,7751,353947,436101,237096,235672,222177,64055,44023,137662,93197,462246,353553,44213,7551,11660,13492,31777,25.1,464801,176985,99343,104492,38842,45139,464801,5177,29415,33611,7481,52426,21275,6948,28898,57052,122668,53604,23688,22558,464801,352836,77169,33701,1095,410404,28517,17468,39605,41220,59379,71525,53833,56685,21530,20642,56169,76892,299259,73483,156861,20359,119502,29973,19181,10243,4458,2782,45898,247333,10989,5839,15046,19799,31662,43646,39343,45674,18517,16818,72920,93564,31004,163071,35875,49138,30316,46319,39396,1023741,918639,619013,441818,105102,230495,16828,583547,442479,419077,358550,307905,64977,60527,23402,16504,6412,10536,6898,141068,121404,66311,65291,19664
Tullahoma,TN,84124,48799,48692,46555,2137,107,35325,42864,23593,23586,22497,5757,3071,14659,11718,46053,38627,4459,67,786,17,2097,23.8,46555,14739,7116,8878,6770,9052,46555,1248,3052,11188,1096,4035,2029,179,2025,4305,9384,3367,3094,1553,46555,37464,5698,3393,0,39916,2042,2270,4276,3669,5402,8474,5564,4639,2123,1457,57642,73046,28336,77904,15868,20420,10794,21899,1817,9185,401,2008,3848,28369,1008,1086,1801,2402,3329,6447,4659,4164,2076,1397,67954,85272,28581,11547,31281,39429,32252,45580,33767,103270,93704,68611,40829,9566,24698,1310,59901,44776,43032,38329,35313,4833,4703,1744,722,484,407,1022,15125,12594,8022,6277,2531
Tulsa,OK,781137,502223,501178,477716,23462,1045,278914,401766,232518,232339,220776,74263,46176,155189,105332,470860,389427,45440,2285,5077,7908,20723,22.2,477716,179061,79905,103968,45283,69499,477716,11940,34837,55988,13263,53426,30742,8601,27071,47587,103014,48570,24652,18025,477716,387952,58451,30353,960,387176,23389,16624,37486,38436,51829,72817,48786,52665,22033,23111,57859,81130,303656,81318,117649,20094,81025,23717,17848,9764,12046,2203,42409,251689,9789,5755,15426,20565,31023,46949,37232,44910,19451,20589,73097,97649,32380,135487,34115,47437,35114,51298,38338,988701,852212,648362,321682,136489,255687,21321,578595,454399,434513,363108,350348,23585,71405,19886,10351,6609,4095,9535,124196,91803,59274,40152,32393
Tupelo,MS,129381,76855,76555,73832,2723,300,52526,68029,36926,36926,35778,11827,9608,26304,20324,72797,65071,5072,46,162,640,1806,25.3,73832,21408,10549,16325,5723,19827,73832,360,3660,19532,3069,7082,5184,357,3446,3143,18206,5383,2471,1939,73832,59796,9992,3761,283,58173,3807,3574,6530,5917,9916,9822,7680,7017,1909,2001,48831,68239,43851,69823,19698,18457,12194,20907,3280,10606,978,1533,5240,41313,1496,1247,3618,3890,7378,7178,6589,6410,1909,1598,58545,78318,25898,16860,26536,41775,32019,41379,33273,164131,143442,105772,54360,20689,42611,2882,96082,71369,69031,58538,56503,3003,10493,2338,1117,531,586,1221,24713,18904,10985,9818,5809
Tuscaloosa,AL,204701,117903,117903,112219,5684,0,86798,106177,54070,54070,51430,15469,11355,31750,22077,109348,92160,11343,1687,520,1072,2566,24.3,112219,38684,15315,23610,12377,22233,112219,2369,9003,16862,3011,13008,4899,1955,5884,6364,31098,10488,3067,4211,112219,86638,20409,5001,171,90861,8771,4881,9772,10776,11410,15693,8021,12918,4658,3961,49721,69504,67021,73091,32857,18317,20389,22100,6082,9219,3832,2340,11314,58521,2745,1851,3469,8069,6371,10382,6745,11183,4100,3606,65682,84852,26650,32340,26837,39877,30468,47002,36473,248364,228626,175901,80575,19738,57812,2575,154062,108378,104099,94082,90441,6026,10017,4279,2592,1973,619,1687,45684,40235,28077,15665,5449
Twin Falls,ID,80409,52673,52663,50729,1934,10,27736,40516,23611,23601,22296,10734,5844,19868,13034,49985,40501,4399,121,326,51,4587,18.4,50729,15238,8839,10680,8642,7330,50729,6418,4074,4531,1468,5821,3317,168,1982,3315,11648,4427,2047,1513,50729,41690,5344,3625,70,39654,1868,2490,3654,3592,5033,9929,6329,4110,1040,1609,56667,73690,31368,74478,11898,20340,8297,18976,1931,11307,926,1128,4448,26182,665,943,643,2024,2507,7662,5679,3445,1005,1609,67015,91471,26923,13472,28971,37120,32735,46539,31956,109289,95089,70313,37376,14200,32786,1318,59276,47523,45879,36076,34404,2252,9803,1644,1075,650,425,569,11753,9243,6597,4084,2510
Tyler,TX,182406,112918,112918,107677,5241,0,69488,96466,54445,54445,51962,19229,13158,34266,27144,105688,85115,9124,557,1454,2230,7208,25.9,107677,36326,17067,26388,10700,17196,107677,3744,8189,8064,4374,15961,5513,1904,4980,9098,25727,10992,4373,4758,107677,87947,14238,5492,0,78600,4249,2475,8776,6524,10826,15456,10571,12035,3991,3697,59584,79183,59871,80919,26769,20742,15566,24489,3712,11461,1106,6502,6555,53826,1568,565,4541,3343,7066,10153,8995,10346,3674,3575,73944,94828,29053,24774,34042,42937,31785,46549,32671,230289,191072,150794,70268,39217,60756,7887,130900,101748,97084,75573,73241,3497,21511,4664,2688,1376,1334,1976,29152,21342,13871,9746,7810
Ukiah,CA,70332,38998,38957,36941,2016,41,31334,36289,18227,18227,17512,5040,3887,11530,8736,36221,27049,2004,270,2771,236,3891,22.8,36941,11180,10142,8669,3951,2999,36941,1179,3169,2380,1296,4379,1299,174,1648,3239,8836,5263,1563,2516,36941,23905,7178,5836,22,34478,1315,2706,4064,3202,5218,6425,3612,4937,1600,1399,51744,71732,23105,67819,15078,18918,9122,26612,2540,9835,897,5597,2073,18776,410,565,1207,1173,3577,3818,2008,3448,1544,1026,64485,87159,30284,15702,31797,50790,31609,51368,41678,85835,79735,39831,50583,6100,19361,397,46467,33715,31968,28002,21234,7707,3966,1747,1431,438,1054,316,12752,11450,4582,8372,1302
Urban Honolulu,HI,792049,522372,476765,459379,17386,45607,269677,396791,242584,235596,227856,68492,42524,124205,92364,494464,332302,63585,35375,27455,16595,19152,29.4,459379,176050,98890,106535,38229,39675,459379,3634,32389,13820,11132,53076,30952,6246,28871,50353,106493,62155,18142,42116,459379,333065,100853,24231,1230,316456,14554,8009,15377,19374,25884,52714,42616,65353,33884,38691,87470,111776,257670,105777,110435,21173,99296,33247,10732,9426,8102,4404,28625,216096,5134,2319,6183,10265,16301,34721,30389,51294,27916,31574,101922,125696,38461,100360,57554,73029,41436,54620,49031,921235,887728,734508,308145,33507,215184,5075,531068,427533,413922,400276,375929,40163,13646,13611,10807,6794,4682,2804,103535,91963,63547,36272,11572
Utica,NY,236686,137130,136868,130676,6192,262,99556,119915,66422,66362,62528,18723,12363,39673,28053,127657,104391,10922,971,4943,1224,5206,21,130676,48704,26887,27920,9783,17382,130676,2107,6839,12805,2506,13495,6398,1330,9597,12027,35385,12935,5185,10067,130676,97444,27492,5262,478,115904,5662,6853,12018,9480,16096,21791,15821,16547,7060,4576,57778,75310,82488,76052,44172,19145,35102,29197,8131,9404,2802,4221,16964,70368,2264,2243,4208,4303,9109,13692,11189,13493,6020,3847,74145,90414,30953,45536,35014,46366,36555,52125,42203,282251,269446,184912,128171,12805,64082,2918,164270,124642,119586,112592,95123,20938,6994,5056,4666,2283,2550,390,39628,37203,15532,24805,2425
Valdosta,GA,113880,72827,68998,64423,4575,3829,41053,59869,36653,36227,34483,12225,8957,20984,15253,65680,52339,7680,247,2240,1398,1776,21.4,64423,16625,13690,18584,6904,8620,64423,1251,5214,4774,1677,9127,3634,193,3310,6174,16258,6387,2471,3953,64423,47953,11669,4454,347,54425,4375,2325,7331,8325,7217,10350,6463,4705,1410,1924,43787,63455,42882,58847,16275,17115,12660,36275,2875,8928,1122,1884,9187,34224,2243,605,4541,3492,4324,6275,5285,4609,1171,1679,57334,76588,25479,20201,30039,36258,27263,42437,29480,139024,115065,93078,52382,23959,37962,2601,81326,62532,58686,45027,42411,7018,13659,3846,2515,963,1747,1331,18794,12637,9010,5889,6157
Vallejo,CA,359609,227911,224509,215481,9028,3402,131698,182084,107923,106804,102830,31242,19672,60897,42659,215285,163732,27905,7226,2852,3082,10488,34.7,215481,73764,40421,46741,25666,28889,215481,2449,19383,17760,4113,26917,13598,3596,12597,21560,50790,17682,9745,15291,215481,163461,38153,13569,298,150393,6592,3250,6450,9455,14543,24099,23470,30887,16436,15211,86652,105465,118133,104344,47653,19672,46402,33868,7526,9903,3578,4551,9382,105464,3433,976,3879,5067,8817,15715,15667,24810,14582,12518,97754,117057,36968,44929,54826,68789,41922,60522,51864,434906,414332,323417,151428,20574,104255,2479,259380,205459,197067,186104,165816,27218,10963,8392,6421,3502,3124,1971,53921,49080,31626,22059,4841
Victoria,TX,77445,46306,46306,44351,1955,0,31139,39403,21298,21298,20035,7308,5896,14750,10887,44027,33802,6392,519,1378,381,1555,21.5,44351,13017,9775,9007,5305,7247,44351,2496,3541,5142,1064,6133,2194,1096,1361,3226,11231,3624,1538,1705,44351,35097,5981,3241,32,32627,1707,2149,3634,3270,3836,5485,4818,3863,2284,1581,56627,77305,24345,77872,11206,20598,7949,24467,1360,11784,334,831,3420,22317,904,1013,1872,1940,2742,3842,3995,2826,1788,1395,67174,87643,27903,10310,33438,48880,29792,50653,33449,97995,79539,55968,31467,18456,26591,5056,54470,42042,40112,32522,30974,1985,7590,1930,554,415,139,1376,12428,8091,5419,3248,4337
Vineland,NJ,116869,65900,65578,60564,5014,322,50969,57257,32595,32334,29966,10509,7761,23722,17858,59653,48003,8184,842,776,654,1194,24.7,60564,16621,14667,11747,5693,11836,60564,1443,3530,8255,2419,6745,2202,412,2235,6356,15817,4389,2049,4712,60564,48301,10959,1285,19,51360,3855,2497,4814,4743,5468,11259,5546,8643,2331,2204,54587,82821,38395,83444,19869,19009,14847,21439,4415,8837,1306,1884,6852,34309,1705,726,2371,3304,3997,8238,3756,6067,1974,2171,65022,97381,29711,17051,34773,48393,30232,48475,37240,138420,125438,81559,63875,12982,37660,938,78665,59669,55403,47820,41772,7999,7583,4266,2826,1454,1381,1440,18996,16380,7441,11397,2616
Virginia Beach,VA,1419227,951954,863113,819433,43680,88841,467273,729462,454639,438070,416477,127918,90376,236043,181106,891657,725020,69119,14526,26527,16087,40378,24.6,819433,331113,148186,172776,70830,96528,819433,3759,50210,69974,13455,90656,44144,10870,48383,101492,197778,84572,37971,66169,819433,609942,173320,34544,1627,675311,33755,22189,50175,52495,81254,124786,102900,116536,47796,43425,69329,88024,538753,83307,202312,19649,195969,31429,30106,9316,10697,2799,62405,441612,13877,7104,23145,28106,44552,76158,74351,94735,41085,38499,83854,102512,35032,233699,43980,57034,36551,51780,41625,1660843,1539466,1229886,557680,121377,412352,17831,984510,785427,748082,679488,633723,80175,68594,37345,26551,15533,12363,10794,199083,176462,118066,77092,22621
Visalia,CA,340269,207973,207366,189088,18278,607,132296,171884,93393,93393,83059,43520,24328,91000,59449,183623,145743,28062,241,1515,1865,6197,22.6,189088,51122,34239,34873,40954,27900,189088,31305,12687,16033,7334,20032,8270,780,4780,14092,43326,12600,6284,11565,189088,143991,31675,13223,199,144109,8059,6007,13514,14866,20202,26941,19550,19775,10338,4857,57692,74820,119333,72526,37753,17051,28554,24663,12711,8658,6721,3844,32116,114157,5723,3330,8790,11828,17310,22335,16630,14857,9164,4190,60190,77798,23096,29952,33703,50962,30338,41909,40915,461513,428724,215481,252021,32789,149656,2689,259116,193727,177620,157678,112782,50246,19942,16107,12498,3194,9800,3609,65389,59183,21434,41811,6206
Waco,TX,212348,123231,123014,119328,3686,217,89117,110169,60245,60162,58536,19336,10888,40233,27201,118057,100193,10314,223,1746,1257,4324,19.3,119328,39651,22880,22716,11623,22458,119328,980,9568,14393,2738,11306,7412,1584,7133,11024,32427,9805,5250,5708,119328,92026,19142,7851,309,98944,8848,6883,9487,9026,14907,16311,11633,12957,3905,4987,50368,68859,75634,69093,32235,18160,21320,28497,6111,9434,3328,3995,10272,65365,3263,2422,4006,4715,9311,12622,9873,11616,3176,4361,66426,82862,25448,33579,26125,37023,30748,42240,39099,265009,230549,174244,87250,34460,71506,5376,152739,111532,107990,89716,86631,5125,18274,3542,1980,1229,751,1562,41207,31959,20673,13445,9248
Walla Walla,WA,49876,29546,29546,27848,1698,0,20330,23731,13179,13179,12498,-999999999,-999999999,-999999999,-999999999,26615,20909,2051,290,1856,294,1215,14.5,27848,9727,6872,4854,2846,3549,27848,1585,1498,2293,493,2185,1179,408,946,2006,8332,3105,1187,2631,27848,19981,6192,1631,44,23167,1868,1095,1832,2058,2867,4306,2515,3715,1524,1387,61285,81219,16833,81424,8147,20424,5369,29731,1364,9591,175,-999999999,3094,14911,369,409,623,1457,1540,3045,1933,3055,1093,1387,75191,99373,31896,8256,35515,44800,32264,53817,42384,57678,52362,38239,23282,5316,13978,559,32893,26105,24944,21572,19921,2875,3372,1161,666,445,330,495,6788,6079,3066,3410,709
Warner Robins,GA,144890,93789,89946,84873,5073,3843,51101,76706,45232,44972,41789,13176,8112,28954,21284,87034,76853,5391,29,1211,1308,2242,24.3,84873,31025,14300,19387,7453,12708,84873,398,3301,9191,566,10402,3964,772,4443,7709,18654,8577,4239,12657,84873,57902,21358,5547,66,68831,6476,2666,4876,6049,7902,12396,10484,10573,4534,2875,61936,75889,53732,76049,19302,16355,19123,31039,4048,10452,606,1881,7770,45913,2515,988,2013,2955,6363,8372,6971,8907,4194,2635,72732,89839,28953,22918,34100,44290,37073,50739,40320,180300,158685,128769,53575,21615,47325,4764,108760,83271,78725,68893,64671,7108,9832,4546,1652,1603,167,2894,25489,21364,15251,8927,4125
Kingsport,TN,256569,141220,141050,133392,7658,170,115349,133847,66703,66703,63212,16624,10246,37523,25113,130868,112529,8361,186,2727,1258,5807,23.1,133392,45229,22751,30631,12376,22405,133392,1645,8640,19781,2840,18647,6555,2195,6476,10472,30312,13519,8029,4281,133392,108753,15621,8818,200,130928,9899,6806,15185,14296,20497,24872,15620,15773,4153,3827,48615,66994,90437,65472,56749,20103,36342,24909,7952,8796,2587,1796,15195,85224,4949,2290,5482,7313,13283,18472,13188,13637,3494,3116,62727,77629,28770,45704,26950,44196,30860,44687,35443,303177,273632,189646,131035,29545,61654,3122,173370,125727,118675,102964,94490,12000,15711,7052,3764,2022,1926,3288,47643,40269,20294,24693,7374
Kingston,NY,150739,91645,91445,88593,2852,200,59094,76921,45134,45134,44089,8570,5851,20358,16227,87590,65998,6800,2282,2424,1532,8554,29.7,88593,33892,20926,17396,7995,8384,88593,674,6440,5623,1262,9686,3947,1444,4581,8788,26023,10072,5367,4686,88593,64524,15127,8497,445,69376,4025,3218,6599,5429,8095,10882,9004,11442,5893,4789,64087,87755,51175,85281,26497,20970,20553,30152,3929,10454,1019,3056,7014,41610,1899,403,2017,2230,4515,6473,6166,8798,5094,4015,86335,108379,35743,27766,36586,52131,36863,54739,49865,173042,165617,115760,75580,7425,32938,508,104914,81181,79104,73886,62529,13863,5218,2077,1564,994,649,513,23733,22619,12688,12869,1114
